Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
5/21/2012,2012,Fairfield,947030,1080500,Single Family,Detached House,3,1,913,1.021958,East
5/21/2012,2012,Greenwich,501130,450000,Single Family,Detached House,3,1,1082,1.021958,South
5/21/2012,2012,Fairfield,326130,423000,Single Family,Detached House,3,1,975,1.021958,West
5/24/2012,2012,Bridgeport,102590,20000,Single Family,Detached House,3,2,916,1.021958,North
5/24/2012,2012,Fairfield,340130,385000,Single Family,Detached House,3,1,906,1.021958,East
5/25/2012,2012,West Hartford,185200,276000,Single Family,Detached House,3,3,1065,1.021958,South
5/25/2012,2012,Waterbury,444584.207,103000,Single Family,Detached House,3,2,1087,1.021958,South
5/25/2012,2012,Waterbury,129680,23000,Three Family,Triplex,6,5,1111.658981,1.021958,West
5/26/2012,2012,West Hartford,444584.207,192000,Single Family,Detached House,3,3,966,1.021958,East
5/26/2012,2012,Bridgeport,272180,310000,Single Family,Duplex,4,2,1311,1.021958,East
5/26/2012,2012,Fairfield,430780,558750,Single Family,Detached House,3,2,954,1.021958,East
5/26/2012,2012,Bridgeport,159990,110000,Three Family,Triplex,6,5,1840,1.021958,West
5/26/2012,2012,West Hartford,182000,250500,Single Family,Detached House,3,3,1029,1.021958,West
5/26/2012,2012,Waterbury,129470,44900,Two Family,Duplex,4,4,1296,1.021958,East
5/27/2012,2012,Stamford,388220,400000,Single Family,Detached House,3,3,1081,1.021958,West
5/27/2012,2012,Waterbury,112490,150000,Single Family,Detached House,3,1,1007,1.021958,East
5/27/2012,2012,Stamford,469270,560000,Single Family,Detached House,3,2,904,1.021958,West
5/27/2012,2012,West Hartford,241900,392400,Single Family,Detached House,3,2,1032,1.021958,North
5/27/2012,2012,Bridgeport,142080,110000,Single Family,Detached House,3,1,961,1.021958,South
5/27/2012,2012,West Hartford,130800,215000,Single Family,Detached House,3,1,968,1.021958,East
5/28/2012,2012,Unknown,590590,1017500,Single Family,Detached House,3,2,952,1.021958,West
5/28/2012,2012,Unknown,139480,24500,Three Family,Triplex,6,4,2033,1.021958,South
6/1/2012,2012,West Hartford,157800,209000,Single Family,Detached House,3,2,1096,1.021958,North
6/1/2012,2012,Unknown,444584.207,370000,Single Family,Detached House,3,3,1077,1.021958,North
6/1/2012,2012,Norwalk,298340,345000,Single Family,Detached House,3,1,1090,1.021958,East
6/1/2012,2012,Stamford,867210,1000000,Single Family,Detached House,3,2,1089,1.021958,West
6/1/2012,2012,Fairfield,364910,430000,Single Family,Detached House,3,2,924,1.021958,West
6/1/2012,2012,Fairfield,272510,282500,Single Family,Detached House,3,1,935,1.021958,South
6/1/2012,2012,Norwalk,483630,525000,Single Family,Detached House,3,2,1073,1.021958,South
6/1/2012,2012,Fairfield,336490,322600,Single Family,Detached House,3,3,1111.658981,1.021958,East
6/2/2012,2012,West Hartford,225500,424000,Single Family,Detached House,3,2,1016,1.021958,North
6/2/2012,2012,Bridgeport,172300,148000,Three Family,Triplex,6,6,1913,1.021958,East
6/2/2012,2012,Bridgeport,189460,250000,Two Family,Duplex,4,3,1250,1.021958,South
6/2/2012,2012,West Hartford,210700,288000,Single Family,Detached House,3,1,987,1.021958,West
6/3/2012,2012,Bridgeport,444584.207,158000,Single Family,Detached House,3,1,1029,1.021958,West
6/3/2012,2012,Stamford,1296770,1412500,Single Family,Detached House,3,1,1012,1.021958,East
6/4/2012,2012,Greenwich,1801310,2050000,Single Family,Detached House,3,1,964,1.021958,West
6/4/2012,2012,Fairfield,329350,395000,Single Family,Detached House,3,1,983,1.021958,East
6/4/2012,2012,Norwalk,362250,582500,Single Family,Detached House,3,1,974,1.021958,East
6/4/2012,2012,Unknown,79760,43000,Single Family,Detached House,3,1,1002,1.021958,East
6/4/2012,2012,Greenwich,444584.207,1975000,Single Family,Detached House,3,1,1055,1.021958,South
6/7/2012,2012,Bridgeport,287090,153800,Single Family,Fourplex,8,8,1111.658981,1.021958,West
6/7/2012,2012,Waterbury,157040,117300,Single Family,Detached House,3,3,1009,1.021958,East
6/7/2012,2012,Stamford,429350,395000,Single Family,Detached House,3,3,1111.658981,1.021958,South
6/7/2012,2012,Waterbury,122710,169958,Single Family,Detached House,3,2,975,1.021958,South
6/7/2012,2012,Waterbury,160570,125000,Two Family,Duplex,4,3,1432,1.021958,West
6/8/2012,2012,Norwalk,444584.207,1275000,Single Family,Detached House,3,3,1049,1.021958,West
6/8/2012,2012,Norwalk,254590,280000,Single Family,Detached House,3,1,1074,1.021958,North
6/8/2012,2012,Greenwich,1384250,1300000,Single Family,Detached House,3,3,975,1.021958,South
6/8/2012,2012,Greenwich,1343580,950000,Single Family,Detached House,3,1,981,1.021958,South
6/10/2012,2012,Waterbury,121510,165000,Single Family,Detached House,3,3,923,1.021958,East
6/11/2012,2012,Waterbury,218270,245000,Single Family,Detached House,3,3,936,1.021958,East
6/11/2012,2012,Unknown,416710,550000,Single Family,Detached House,3,1,984,1.021958,North
6/14/2012,2012,Bridgeport,87360,130000,Single Family,Detached House,3,1,1051,1.021958,North
6/14/2012,2012,Waterbury,101340,135200,Single Family,Detached House,3,3,945,1.021958,North
6/14/2012,2012,Stamford,1396740,1647500,Single Family,Detached House,3,2,1020,1.021958,East
6/14/2012,2012,Stamford,444584.207,1800000,Single Family,Detached House,3,3,945,1.021958,East
6/14/2012,2012,Bridgeport,138410,160000,Single Family,Detached House,3,2,1094,1.021958,North
6/14/2012,2012,Unknown,288900,360000,Single Family,Detached House,3,1,941,1.021958,North
6/14/2012,2012,Stamford,321630,479000,Single Family,Detached House,3,3,1070,1.021958,East
6/14/2012,2012,West Hartford,213200,330000,Single Family,Detached House,3,2,979,1.021958,East
6/15/2012,2012,Greenwich,1210510,1455000,Single Family,Detached House,3,1,1054,1.021958,West
6/15/2012,2012,Fairfield,520170,461625,Single Family,Detached House,3,1,958,1.021958,North
6/15/2012,2012,Waterbury,444584.207,79000,Single Family,Detached House,3,1,932,1.021958,South
6/16/2012,2012,Bridgeport,444584.207,227500,Single Family,Detached House,3,2,1093,1.021958,East
6/16/2012,2012,Unknown,444584.207,2000,Two Family,Duplex,4,4,1281,1.021958,North
6/16/2012,2012,Bridgeport,155470,135000,Two Family,Duplex,4,3,1360,1.021958,East
6/16/2012,2012,Greenwich,444584.207,2800000,Single Family,Detached House,3,1,1024,1.021958,North
6/17/2012,2012,West Hartford,250300,374000,Single Family,Detached House,3,2,1051,1.021958,West
6/17/2012,2012,Stamford,388450,432000,Single Family,Detached House,3,3,906,1.021958,North
6/17/2012,2012,Greenwich,633780,531000,Single Family,Detached House,3,2,945,1.021958,East
6/18/2012,2012,Fairfield,359450,400000,Single Family,Detached House,3,3,1021,1.021958,East
6/21/2012,2012,Bridgeport,116340,149500,Single Family,Detached House,3,3,912,1.021958,South
6/21/2012,2012,Fairfield,213500,247000,Single Family,Detached House,3,2,931,1.021958,South
6/21/2012,2012,Stamford,674300,805000,Single Family,Detached House,3,3,1032,1.021958,North
6/22/2012,2012,Stamford,813980,912400,Single Family,Detached House,3,1,1061,1.021958,East
6/22/2012,2012,Fairfield,359030,380000,Single Family,Detached House,3,2,1111.658981,1.021958,West
6/22/2012,2012,Bridgeport,130250,55000,Single Family,Detached House,3,1,1051,1.021958,North
6/22/2012,2012,Bridgeport,444584.207,155000,Single Family,Duplex,4,2,1234,1.021958,East
6/22/2012,2012,Stamford,643870,656875,Single Family,Detached House,3,3,1089,1.021958,East
6/22/2012,2012,Fairfield,444584.207,615000,Single Family,Detached House,3,3,1017,1.021958,West
6/22/2012,2012,Stamford,364270,410000,Single Family,Detached House,3,3,955,1.021958,North
6/22/2012,2012,Bridgeport,138250,180000,Single Family,Detached House,3,2,1111.658981,1.021958,South
6/22/2012,2012,Unknown,125180,178000,Single Family,Detached House,3,3,1087,1.021958,West
6/22/2012,2012,Fairfield,444584.207,338900,Single Family,Detached House,3,3,969,1.021958,East
6/22/2012,2012,Waterbury,128280,128500,Single Family,Detached House,3,1,913,1.021958,North
6/22/2012,2012,Stamford,583550,750000,Single Family,Detached House,3,2,941,1.021958,South
6/22/2012,2012,Stamford,633400,722000,Single Family,Detached House,3,2,1048,1.021958,West
6/23/2012,2012,Waterbury,139720,100600,Single Family,Detached House,3,3,911,1.021958,East
6/23/2012,2012,Stamford,929990,977250,Single Family,Detached House,3,3,1084,1.021958,West
6/23/2012,2012,Unknown,719660,855000,Single Family,Detached House,3,2,923,1.021958,North
6/23/2012,2012,Unknown,132520,77770,Two Family,Duplex,4,2,1254,1.021958,South
6/23/2012,2012,Greenwich,545300,429000,Two Family,Duplex,4,4,1264,1.021958,South
6/23/2012,2012,Greenwich,3698800,3750000,Single Family,Detached House,3,1,1035,1.021958,South
6/24/2012,2012,Stamford,589040,607500,Single Family,Detached House,3,2,1001,1.021958,West
6/24/2012,2012,Bridgeport,159560,245000,Single Family,Detached House,3,2,1043,1.021958,South
6/24/2012,2012,Unknown,63390,340000,Single Family,Detached House,3,3,1002,1.021958,North
6/24/2012,2012,Bridgeport,444584.207,68500,Single Family,Detached House,3,3,1014,1.021958,West
6/24/2012,2012,Unknown,444584.207,261500,Two Family,Duplex,4,2,1111.658981,1.021958,West
6/24/2012,2012,Stamford,647890,614270,Single Family,Detached House,3,2,1111.658981,1.021958,East
6/25/2012,2012,Fairfield,459270,539000,Single Family,Detached House,3,1,1030,1.021958,West
6/28/2012,2012,Bridgeport,148940,100000,Single Family,Duplex,4,3,1488,1.021958,East
6/28/2012,2012,West Hartford,276500,369000,Single Family,Detached House,3,3,950,1.021958,North
6/28/2012,2012,Unknown,444584.207,1050000,Single Family,Detached House,3,1,1084,1.021958,South
6/28/2012,2012,West Hartford,444584.207,251000,Single Family,Detached House,3,1,1027,1.021958,West
6/28/2012,2012,West Hartford,231000,142500,Single Family,Detached House,3,2,1061,1.021958,West
6/28/2012,2012,Bridgeport,122620,120000,Single Family,Detached House,3,2,909,1.021958,South
6/28/2012,2012,West Hartford,232100,345000,Single Family,Detached House,3,1,943,1.021958,South
6/28/2012,2012,Norwalk,270690,483500,Single Family,Detached House,3,2,1092,1.021958,North
6/28/2012,2012,Greenwich,1902390,3450000,Single Family,Detached House,3,1,935,1.021958,East
6/28/2012,2012,Stamford,444584.207,950000,Single Family,Detached House,3,3,906,1.021958,East
6/28/2012,2012,Bridgeport,179270,210000,Single Family,Detached House,3,1,1070,1.021958,West
6/29/2012,2012,Stamford,393040,442000,Single Family,Detached House,3,2,1087,1.021958,North
6/29/2012,2012,Fairfield,444584.207,360000,Single Family,Detached House,3,1,1026,1.021958,West
6/29/2012,2012,West Hartford,233600,279900,Single Family,Detached House,3,3,1038,1.021958,South
6/29/2012,2012,Fairfield,288750,349950,Single Family,Detached House,3,1,937,1.021958,East
6/29/2012,2012,Norwalk,305270,506500,Single Family,Detached House,3,2,1061,1.021958,East
6/30/2012,2012,Bridgeport,94170,88000,Single Family,Detached House,3,2,1068,1.021958,West
6/30/2012,2012,Fairfield,444584.207,360000,Single Family,Detached House,3,3,1111.658981,1.021958,West
6/30/2012,2012,Stamford,444584.207,554000,Single Family,Detached House,3,2,930,1.021958,East
6/30/2012,2012,Norwalk,290780,275000,Single Family,Detached House,3,1,1044,1.021958,South
6/30/2012,2012,Fairfield,325010,395000,Single Family,Detached House,3,3,946,1.021958,North
6/30/2012,2012,West Hartford,444584.207,200000,Single Family,Detached House,3,2,988,1.021958,North
6/30/2012,2012,Waterbury,139610,170000,Single Family,Detached House,3,2,916,1.021958,North
7/1/2012,2012,Stamford,418060,540000,Single Family,Detached House,3,2,1111.658981,1.021958,North
7/1/2012,2012,Unknown,616510,302575,Single Family,Detached House,3,3,964,1.021958,East
7/1/2012,2012,Greenwich,559370,1060000,Single Family,Detached House,3,3,1074,1.021958,East
7/1/2012,2012,Fairfield,639030,850000,Single Family,Detached House,3,1,982,1.021958,South
7/1/2012,2012,Norwalk,444584.207,385000,Single Family,Detached House,3,2,971,1.021958,North
7/1/2012,2012,Waterbury,91740,70000,Single Family,Detached House,3,2,1078,1.021958,East
7/1/2012,2012,Stamford,500510,433000,Single Family,Detached House,3,2,1022,1.021958,South
7/1/2012,2012,Bridgeport,243220,75000,Three Family,Triplex,6,5,2100,1.021958,North
7/1/2012,2012,Fairfield,1051960,1875000,Single Family,Detached House,3,3,912,1.021958,South
7/1/2012,2012,Greenwich,1090180,1550000,Single Family,Detached House,3,1,992,1.021958,North
7/1/2012,2012,Waterbury,25940,254200,Single Family,Detached House,3,2,950,1.021958,West
7/1/2012,2012,Fairfield,444584.207,1200000,Single Family,Detached House,3,3,946,1.021958,West
7/1/2012,2012,Norwalk,346220,480000,Single Family,Detached House,3,1,1030,1.021958,East
7/1/2012,2012,Stamford,602000,900000,Single Family,Detached House,3,2,921,1.021958,West
7/1/2012,2012,West Hartford,130000,275000,Single Family,Detached House,3,2,1071,1.021958,South
7/1/2012,2012,Norwalk,1199030,2000000,Single Family,Detached House,3,3,915,1.021958,North
7/1/2012,2012,Norwalk,444584.207,1650000,Single Family,Detached House,3,1,1003,1.021958,East
7/1/2012,2012,Fairfield,593670,725000,Single Family,Detached House,3,2,1040,1.021958,West
7/2/2012,2012,Fairfield,324870,442500,Single Family,Detached House,3,3,981,1.021958,South
7/2/2012,2012,Unknown,756470,1140000,Single Family,Detached House,3,3,960,1.021958,North
7/2/2012,2012,Unknown,1005410,1125000,Single Family,Detached House,3,1,975,1.021958,South
7/2/2012,2012,Waterbury,114920,155000,Single Family,Detached House,3,2,997,1.021958,East
7/2/2012,2012,Stamford,569280,585000,Single Family,Detached House,3,2,1025,1.021958,East
7/2/2012,2012,Waterbury,444584.207,50444,Single Family,Detached House,3,3,999,1.021958,West
7/2/2012,2012,Unknown,109260,39000,Single Family,Detached House,3,1,913,1.021958,North
7/6/2012,2012,Stamford,343640,109000,Single Family,Detached House,3,1,1085,1.021958,North
7/6/2012,2012,Unknown,707770,1125000,Single Family,Detached House,3,2,1111.658981,1.021958,West
7/6/2012,2012,Greenwich,989590,1239000,Single Family,Detached House,3,2,949,1.021958,West
7/7/2012,2012,Fairfield,269010,265000,Single Family,Detached House,3,2,927,1.021958,East
7/7/2012,2012,Greenwich,424060,521000,Single Family,Detached House,3,2,1077,1.021958,East
7/8/2012,2012,West Hartford,444584.207,397500,Single Family,Detached House,3,3,1111.658981,1.021958,South
7/8/2012,2012,Unknown,251320,365000,Single Family,Detached House,3,1,902,1.021958,East
7/8/2012,2012,Bridgeport,131250,70000,Two Family,Duplex,4,4,1371,1.021958,South
7/8/2012,2012,Bridgeport,106490,172500,Single Family,Detached House,3,3,1100,1.021958,East
7/8/2012,2012,Fairfield,349020,345000,Single Family,Detached House,3,1,995,1.021958,East
7/8/2012,2012,Stamford,493800,633500,Single Family,Detached House,3,1,949,1.021958,East
7/9/2012,2012,Stamford,557770,650000,Single Family,Detached House,3,2,1036,1.021958,East
7/9/2012,2012,Norwalk,294630,462500,Single Family,Detached House,3,1,910,1.021958,South
7/9/2012,2012,Greenwich,1691550,2250000,Single Family,Detached House,3,3,1075,1.021958,South
7/9/2012,2012,Stamford,381650,535000,Single Family,Detached House,3,1,1111.658981,1.021958,North
7/9/2012,2012,Waterbury,154580,105000,Single Family,Detached House,3,3,1005,1.021958,South
7/9/2012,2012,Waterbury,96090,60000,Single Family,Detached House,3,2,977,1.021958,South
7/12/2012,2012,West Hartford,155700,266000,Single Family,Detached House,3,3,919,1.021958,North
7/12/2012,2012,Greenwich,444584.207,1675000,Single Family,Detached House,3,2,1007,1.021958,East
7/12/2012,2012,Bridgeport,159380,42500,Two Family,Duplex,4,3,1111.658981,1.021958,North
7/12/2012,2012,Waterbury,139480,32500,Three Family,Triplex,6,5,2056,1.021958,South
7/13/2012,2012,Norwalk,297710,475000,Single Family,Detached House,3,3,1080,1.021958,South
7/13/2012,2012,Waterbury,444584.207,139200,Single Family,Detached House,3,2,962,1.021958,West
7/13/2012,2012,Bridgeport,152600,206000,Single Family,Detached House,3,2,991,1.021958,West
7/14/2012,2012,Bridgeport,177400,123000,Single Family,Duplex,4,3,1205,1.021958,South
7/14/2012,2012,Waterbury,145130,150000,Single Family,Detached House,3,2,983,1.021958,West
7/14/2012,2012,Waterbury,108730,103900,Single Family,Detached House,3,1,1000,1.021958,North
7/14/2012,2012,Unknown,1365560,1100000,Single Family,Detached House,3,2,1049,1.021958,North
7/14/2012,2012,Fairfield,444584.207,2175000,Single Family,Detached House,3,2,962,1.021958,West
7/14/2012,2012,West Hartford,188200,283500,Single Family,Detached House,3,3,1111.658981,1.021958,South
7/14/2012,2012,Fairfield,546140,607500,Single Family,Detached House,3,3,1077,1.021958,North
7/14/2012,2012,Stamford,1033570,1299000,Single Family,Detached House,3,2,1111.658981,1.021958,South
7/14/2012,2012,Unknown,543970,725000,Single Family,Detached House,3,1,1016,1.021958,North
7/15/2012,2012,Waterbury,95570,104900,Single Family,Detached House,3,3,913,1.021958,North
7/15/2012,2012,West Hartford,277100,450000,Single Family,Detached House,3,2,1093,1.021958,East
7/15/2012,2012,Unknown,555590,859500,Single Family,Detached House,3,2,932,1.021958,North
7/19/2012,2012,Bridgeport,112900,80000,Single Family,Detached House,3,3,982,1.021958,North
7/19/2012,2012,Waterbury,112000,15000,Single Family,Triplex,6,5,1111.658981,1.021958,East
7/19/2012,2012,Fairfield,444584.207,330500,Single Family,Detached House,3,3,946,1.021958,East
7/20/2012,2012,Unknown,272400,361000,Three Family,Triplex,6,6,1111.658981,1.021958,North
7/20/2012,2012,Unknown,444584.207,390000,Single Family,Detached House,3,2,1111.658981,1.021958,South
7/21/2012,2012,West Hartford,167600,230000,Single Family,Detached House,3,3,903,1.021958,East
